track,condition_class,condition,time_h,endpoint,value,unit,mean_or_median,error,n,organism_bucket,organism,model,assay,pmid,doi,figure_table,notes
Track A,Control/baseline,"healthy/organ-donor human liver bank (UW), age 7-63 y",NOT_REPORTED,absolute protein abundance,1.54,fmol/ug liver membrane protein,mean,SD=0.64,51,human,human,human liver tissue (membrane fraction),"targeted LC-MS/MS, surrogate peptide LTIIPQDPILFSGSLR (SIL internal std)",22318656,10.1124/dmd.111.043810,Abstract/Results text,"[Track A]; transporter=MRP2; gene=ABCC2; quantity_type=total abundance (membrane fraction); substrate_condition=none (expression only); temperature=NR; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3336801/; usable_for_human_wholecell=yes (human liver, absolute fmol/ug membrane); Independent of age (7-63y) and sex; QC error/precision <15%. SNP V417I (rs2273697) assoc. higher expression; promoter rs717620 no effect."
Track A,MRP2-loss,see notes,NOT_REPORTED,absolute protein abundance,NOT_REPORTED,fmol/ug membrane protein (NOT_REPORTED - paywalled body),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,human/dog/monkey/rat liver,targeted LC-MS/MS proteomics,25534768,10.1124/dmd.114.061580,Tables (not in accessible full text),[Track A]; transporter=MRP2; gene=ABCC2; quantity_type=total abundance (absolute); substrate_condition=none/see notes; temperature=NOT_REPORTED; url=https://doi.org/10.1124/dmd.114.061580; usable_for_human_wholecell=yes (human primary target) - value NOT_REPORTED; Same interspecies study; MRP2 absolute NOT_REPORTED in accessible text (paywall).
Track A,Control/baseline,human pediatric (n=69) + adult (n=41) liver; ontogeny,NOT_REPORTED,age-association of protein abundance,not significantly age-dependent (Table 1),fmol/ug membrane protein (absolute values NOT_REPORTED in accessible text),NR,NR,pediatric=69;adult=41,human,human,human liver tissue (membrane),targeted LC-MS/MS (Waters Xevo TQS),27301780,10.1002/cpt.409,Table 1,[Track A]; transporter=MRP2; gene=ABCC2; quantity_type=total abundance (age dependence); substrate_condition=none; temperature=NR; url=https://www.ncbi.nlm.nih.gov/pmc/articles/?term=27301780; usable_for_human_wholecell=yes (human liver; numeric MRP2 value NOT_REPORTED in accessible text); MRP2 constant across age (class-2 ontogeny). Absolute fmol/ug = NOT_REPORTED in accessible text.
Track A,Control/baseline,see notes,NOT_REPORTED,absolute protein abundance,NOT_REPORTED,fmol/ug membrane protein (NOT_REPORTED - paywalled body),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,cirrhotic human liver microsomes (NAFLD/biliary/cancer),QconCAT targeted + label-free (TPA/Hi3/iBAQ),34045218,10.1124/dmd.121.000484,Tables (not in accessible full text),[Track A]; transporter=MRP2; gene=ABCC2; quantity_type=total abundance (absolute); substrate_condition=none/see notes; temperature=NOT_REPORTED; url=https://doi.org/10.1124/dmd.121.000484; usable_for_human_wholecell=yes (human primary target) - value NOT_REPORTED; El-Khateeb: disease perturbation factor (DPF) for cirrhosis etiologies. Absolute+relative in tables NOT accessible (paywall body). Cholestatic-relevant (biliary cirrhosis).
Track A,Control/baseline,control (non-HCV) human liver,NOT_REPORTED,relative protein abundance (fraction of total quantified transporters),16,% of quantified transporter protein pool,NR,NR,NR,human,human,"human liver tissue (whole lysate, FASP)",LC-MS/MS (label-free) protein abundance,35887291,10.3390/ijms23147947,Results text (control-liver composition),"[Track A]; transporter=MRP2; gene=ABCC2; quantity_type=relative composition (% of quantified transporter pool); substrate_condition=none; temperature=NR; url=https://www.ncbi.nlm.nih.gov/pmc/articles/?term=35887291; usable_for_human_wholecell=proxy (relative %, not absolute; needs total for conversion); Control-liver rank: OCT1 29%>OATP1B1 19%>MRP2 16%>MCT1 8%>NTCP 8%. Absolute fmol/ug in figures = NOT_REPORTED in accessible text."
Track A,Control/baseline,"HCV infection, Child-Pugh class A/B/C (n=30/21/7)",NOT_REPORTED,direction of change vs control,decreased (downregulated),direction (numeric fold NOT_REPORTED),NR,NR,A=30;B=21;C=7,human,human,HCV-infected human liver tissue,LC-MS/MS protein abundance + qRT-PCR,35887291,10.3390/ijms23147947,Abstract/Results,[Track A]; transporter=MRP2; gene=ABCC2; quantity_type=total abundance change (disease); substrate_condition=HCV cirrhosis (cholestatic-relevant liver disease); temperature=NR; url=https://www.ncbi.nlm.nih.gov/pmc/articles/?term=35887291; usable_for_human_wholecell=proxy (disease perturbation direction; absolute values NOT_REPORTED in text); MRP2 downregulated in all HCV stages (from class A). Absolute fmol values = NOT_REPORTED in accessible text.
Track A,Control/baseline,"human isolated hepatocytes, birth to adult",NOT_REPORTED,age-association; class-2 ontogeny (constant),constant across age,fmol/ug (absolute values NOT_REPORTED in text),NR,NR,NR,human,human,human isolated hepatocytes,targeted LC-MS/MS proteomics,39160670,10.1002/cpt.3409,Results text / figures,"[Track A]; transporter=MRP2; gene=ABCC2; quantity_type=total abundance (isolated hepatocytes, ontogeny); substrate_condition=none; temperature=NR; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11979781/; usable_for_human_wholecell=yes (human hepatocytes; numeric NOT_REPORTED in accessible text); MRP2 = class 2 (relatively constant across age)."
Track A,Control/baseline,normal human liver,NOT_REPORTED,RNA abundance,113.8,nTPM,NR,NR,NR,human,human,human liver (bulk RNA-seq consensus),RNA-seq (HPA consensus),NOT_REPORTED,NOT_REPORTED,"HPA tissue atlas (Ensembl ENSG00000023839, UniProt Q92887)","[Track A]; transporter=MRP2; gene=ABCC2; quantity_type=RNA tissue expression (semiquant); substrate_condition=none; temperature=NR; url=https://www.proteinatlas.org/ENSG00000023839-ABCC2/tissue; usable_for_human_wholecell=proxy (mRNA, not protein abundance); RNA tissue-enhanced: liver 113.8, intestine 37.9 nTPM. HPA is a curated database, not primary literature; use only as cross-check."
Track A,Control/baseline,see notes,NOT_REPORTED,absolute protein abundance,NOT_REPORTED,fmol/ug membrane protein (NOT_REPORTED - paywalled body),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,other,human/chimeric-mouse,uPA/SCID humanized-liver mouse vs human liver,targeted LC-MS/MS,24711249,10.1124/dmd.114.057646,Tables (not in accessible full text),[Track A]; transporter=BSEP; gene=ABCB11; quantity_type=total abundance (absolute); substrate_condition=none/see notes; temperature=NOT_REPORTED; url=https://doi.org/10.1124/dmd.114.057646; usable_for_human_wholecell=proxy/mixed - value NOT_REPORTED; Validation of humanized-liver mouse; transporter absolute quantification. Values NOT accessible (Elsevier paywall body).
Track A,Control/baseline,TNF-a/IL-1b SC rat hepatocytes; LPS-treated rats,NOT_REPORTED,direction of protein change,down-regulated (mRNA and protein),direction (numeric NOT_REPORTED in text),NR,NR,NR,rat,rat,sandwich-cultured rat hepatocytes + LPS-treated rat liver,protein (LC-MS/MS) + mRNA,20702406,10.1074/jbc.M110.107805,Abstract/Results,"[Track A]; transporter=Bsep; gene=Abcb11; quantity_type=total abundance change (cytokine/LPS); substrate_condition=cytokines / LPS; temperature=NR; url=https://www.ncbi.nlm.nih.gov/pmc/articles/?term=20702406; usable_for_human_wholecell=proxy (rat, non-human; opposite direction to human BSEP); Rat Bsep mRNA+protein down by TNF-a/IL-1b; LPS down at 24h, rebound 48h. Human vs rat BSEP differ."
Track A,Control/baseline,TNF-a/IL-6/IL-1b SC rat hepatocytes; LPS-treated rats in vivo,NOT_REPORTED,direction of protein change,decreased by cytokines/LPS (rebounds 48h post-LPS),direction (numeric NOT_REPORTED in text),NR,NR,NR,rat,rat,sandwich-cultured rat hepatocytes + LPS-treated rat liver,protein (LC-MS/MS) + mRNA,20702406,10.1074/jbc.M110.107805,Abstract/Results,"[Track A]; transporter=Mrp2; gene=Abcc2; quantity_type=total abundance change (cytokine/LPS); substrate_condition=cytokines / LPS; temperature=NR; url=https://www.ncbi.nlm.nih.gov/pmc/articles/?term=20702406; usable_for_human_wholecell=proxy (rat, non-human); Rat Mrp2 protein down by all 3 cytokines; LPS decreased at 24h, rebound at 48h."
Track B,Control/baseline,cAMP stimulation (in vivo),6,canalicular transporter abundance fold-increase,3,fold,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,whole liver in vivo,[35S]Met metabolic labeling + subcellular fractionation + Western,11113123,10.1074/jbc.M007794200,Abstract/Results,[Track B]; substrate_condition=dibutyryl-cAMP; temperature=37C in vivo; direct_url=https://pubmed.ncbi.nlm.nih.gov/11113123/; usable_for_human_wholecell=rat proxy; SPGP(Bsep)/MDR1/MDR2 up 3-fold in canalicular membrane; cycloheximide-insensitive (preformed pool mobilization)
Track B,Control/baseline,taurocholate stimulation (in vivo),6,canalicular transporter abundance fold-increase,3,fold,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,whole liver in vivo,[35S]Met labeling + fractionation + Western,11113123,10.1074/jbc.M007794200,Abstract/Results,[Track B]; substrate_condition=taurocholate; temperature=37C in vivo; direct_url=https://pubmed.ncbi.nlm.nih.gov/11113123/; usable_for_human_wholecell=rat proxy; Recruitment from distinct 'taurocholate pool'; effect abated after 6 h
Track B,Control/baseline,stimulated recruitment duration,6,time for cAMP/TC canalicular increase to abate,6,h,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,whole liver in vivo,fractionation + Western time course,11113123,10.1074/jbc.M007794200,Abstract/Results,[Track B]; substrate_condition=cAMP or taurocholate; temperature=37C in vivo; direct_url=https://pubmed.ncbi.nlm.nih.gov/11113123/; usable_for_human_wholecell=rat proxy; NOT_REPORTED
Track B,Control/baseline,basal turnover,NOT_REPORTED,ABC transporter protein half-life,5,days,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,whole liver in vivo,[35S]Met pulse-chase + immunoprecipitation,11113123,10.1074/jbc.M007794200,Abstract/Results,[Track B]; substrate_condition=basal; temperature=37C in vivo; direct_url=https://pubmed.ncbi.nlm.nih.gov/11113123/; usable_for_human_wholecell=rat proxy; Half-life of canalicular ABC transporters ~5 days; cycling between CM and intracellular pools before degradation
Track B,Control/baseline,newly synthesized SPGP steady state,20,time to steady-state CM/endosome distribution,20,h,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,whole liver in vivo,[35S]Met pulse-chase + immunoprecipitation,11113123,10.1074/jbc.M007794200,Abstract/Results,[Track B]; substrate_condition=basal; temperature=37C in vivo; direct_url=https://pubmed.ncbi.nlm.nih.gov/11113123/; usable_for_human_wholecell=rat proxy; NOT_REPORTED
Track B,Control/baseline,Golgi->canalicular direct targeting (newly synth),2,chase time for SPGP/Bsep to reach canalicular membrane vesicles,2,h,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,whole liver in vivo,[35S]Met pulse-chase + Golgi/CMV/SMV fractionation + immunoprecipitation,10748167,10.1074/jbc.M909875199,Abstract/Results,[Track B]; substrate_condition=basal (newly synthesized); temperature=37C in vivo; direct_url=https://pubmed.ncbi.nlm.nih.gov/10748167/; usable_for_human_wholecell=rat proxy; SPGP(Bsep) reached CMV at 2 h; MDR1/MDR2 at 30 min; never in sinusoidal/basolateral vesicles => direct Golgi->apical (not transcytotic). cCAM105 control transcytosed (SMV peak 1 h)
Track B,Control/baseline,Golgi transit (newly synth ABC transporters),0.5,chase time to peak in Golgi,0.5,h,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,whole liver in vivo,[35S]Met pulse-chase + Golgi immunoprecipitation,10748167,10.1074/jbc.M909875199,Abstract/Results,[Track B]; substrate_condition=basal (newly synthesized); temperature=37C in vivo; direct_url=https://pubmed.ncbi.nlm.nih.gov/10748167/; usable_for_human_wholecell=rat proxy; ABC transporters peaked in Golgi at 30 min then virtually absent
Track B,Control/baseline,constitutive cycling (basal),NOT_REPORTED,single BSEP-YFP molecule canalicular membrane residence,transient (residing only transiently before exchanging with intracellular pool),qualitative,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,other,rat/human hybrid,WIF-B9 polarized hepatic cells (rat hepatoma x human fibroblast),"selective photobleaching / FRAP, live confocal imaging of BSEP-YFP",15121884,10.1091/mbc.e03-10-0737,Results/Fig 4-6,"[Track B]; substrate_condition=basal; temperature=37C; direct_url=https://pubmed.ncbi.nlm.nih.gov/15121884/; usable_for_human_wholecell=non-human/indirect proxy (WIF-B9 cell line); Numeric rate NOT_REPORTED. Exchange blocked by microtubule+actin inhibitors; UNAFFECTED by brefeldin A, dibutyryl-cAMP, taurocholate, PI3K inhibitors. rab11-positive recycling endosome pathway; carriers fuse only with canalicular (not basolateral) membrane"
Track B,Control/baseline,basal FRAP (rapid phase),NOT_REPORTED,fast recovery phase saturation time (BSEP-YFP FRAP at canalicular membrane),1-1.5,min,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,mouse,mouse,collagen sandwich-cultured mouse hepatocytes (control),"FRAP, live confocal, biphasic fit F=A(1-e^-kt)+Bt",24643070,10.1371/journal.pone.0091921,"Results 'Taurocholate stimulates...'; Fig 2E,3","[Track B]; substrate_condition=basal; temperature=37C (imaging); direct_url=https://pubmed.ncbi.nlm.nih.gov/24643070/; usable_for_human_wholecell=mouse proxy; Recovery biphasic: rapid phase saturates in 1-1.5 min (lateral/local exchange, microtubule-independent); slow linear phase (microtubule-dependent vesicular delivery) did not saturate within 12 min observation"
Track B,Control/baseline,microtubule-dependent slow phase (basal),NOT_REPORTED,slow FRAP phase saturation within observation window,not reached (unsaturated at 12 min),min,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,mouse,mouse,sandwich-cultured mouse hepatocytes,"FRAP + nocodazole (5 ug/ml, 60 min, 4C)",24643070,10.1371/journal.pone.0091921,Fig 3,[Track B]; substrate_condition=basal vs nocodazole; temperature=37C imaging; direct_url=https://pubmed.ncbi.nlm.nih.gov/24643070/; usable_for_human_wholecell=mouse proxy; Nocodazole abolished slow linear phase (parameter B) without affecting rapid phase; slow phase = microtubule-dependent vesicular ABCB11 delivery
Track B,Control/baseline,taurocholate / cAMP stimulation,NOT_REPORTED,acceleration of ABCB11 trafficking to canalicular membrane,accelerated (qualitative),qualitative,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,mouse,mouse,sandwich-cultured mouse hepatocytes (control vs LKB1-KO),"FRAP, particle tracking, live imaging",24643070,10.1371/journal.pone.0091921,Results/Fig,"[Track B]; substrate_condition=taurocholate or cAMP; temperature=37C imaging; direct_url=https://pubmed.ncbi.nlm.nih.gov/24643070/; usable_for_human_wholecell=mouse proxy; TC and cAMP accelerated trafficking in control; in LKB1-KO only cAMP (via PKA) restored trafficking, not taurocholate. Numeric rate constants NOT_REPORTED"
Track B,Control/baseline,4PBA treatment vs control,NOT_REPORTED,cell-surface-resident BSEP half-life (prolonged by 4PBA),prolonged (numeric NOT_REPORTED in abstract; measured by biotinylation chase),h,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,other,dog (canine kidney) / human BSEP,MDCK II cells expressing human BSEP,cell-surface biotinylation degradation chase,17538928,10.1002/hep.21630,Results (half-life fig),[Track B]; substrate_condition=4-phenylbutyrate (clinically achievable conc.); temperature=37C; direct_url=https://pubmed.ncbi.nlm.nih.gov/17538928/; usable_for_human_wholecell=non-human cell line expressing HUMAN BSEP; 4PBA prolonged surface-resident BSEP half-life => increased functional surface expression of WT/E297G/D482G BSEP; also raised canalicular BSEP + [3H]TC biliary excretion in rats in vivo. Exact half-life values in figures (full text paywalled)
Track B,Control/baseline,chimeric ubiquitin-BSEP vs BSEP,NOT_REPORTED,degradation rate of surface-resident BSEP (ubiquitin fusion faster),faster with ubiquitin fusion (relative),qualitative,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,other,dog/human BSEP,MDCK II cells expressing BSEP,cell-surface biotinylation degradation chase,18829893,10.1124/mol.108.049288,Results,"[Track B]; substrate_condition=short-chain ubiquitination (2-3 ubiquitins); temperature=37C; direct_url=https://pubmed.ncbi.nlm.nih.gov/18829893/; usable_for_human_wholecell=non-human cell line expressing HUMAN BSEP; Mature BSEP shifts 170->190 kDa on ubiquitination (~8 kDa). Ubiquitination reduced by 4PBA, enhanced by PFIC2 mutants E297G/D482G. Ubiquitin-BSEP fusion degraded faster than BSEP. Exact k NOT_REPORTED in abstract"
Track B,Control/baseline,octanoic acid vs control,NOT_REPORTED,cell-surface-resident WT BSEP half-life (prolonged),prolonged (numeric NOT_REPORTED; paywalled body),h,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,other,dog/human BSEP,MDCK II cells expressing BSEP,cell-surface biotinylation degradation chase,20398791,10.1016/j.bbalip.2010.04.002,Results,[Track B]; substrate_condition=octanoic acid (medium-chain FA); temperature=37C; direct_url=https://pubmed.ncbi.nlm.nih.gov/20398791/; usable_for_human_wholecell=non-human cell line expressing HUMAN BSEP; Prolonged half-life of surface WT BSEP responsible for octanoic-acid-stimulated transport; butyrate acted by different mechanism
Track B,Control/baseline,control (DMSO carrier),0.83,Bsep density in canalicular membrane (baseline),2.4,AU (immunogold density),mean,1.3 (SD),5,rat,rat,isolated perfused rat liver,immunoelectron microscopy (immunogold) morphometry,16344857,10.1038/labinvest.3700371,Results 'Bsep Density in Canalicular Membranes'; Table,"[Track B]; substrate_condition=DMSO 0.1% control, 50 min; temperature=37C perfusate; direct_url=https://pubmed.ncbi.nlm.nih.gov/16344857/; usable_for_human_wholecell=rat proxy; Baseline canalicular Bsep density; perfusion flow 3.5 ml/min/g"
Track B,BSEP-loss,"TLCA (taurolithocholate) 10 umol/l, 50 min",0.83,Bsep canalicular membrane density (retrieval),31,% of control,NOT_REPORTED,NOT_REPORTED,4,rat,rat,isolated perfused rat liver,immunogold morphometry,16344857,10.1038/labinvest.3700371,Abstract/Table 1,[Track B]; substrate_condition=TLCA 10 umol/l min31-80; temperature=37C perfusate; direct_url=https://pubmed.ncbi.nlm.nih.gov/16344857/; usable_for_human_wholecell=rat proxy; TLCA reduced canalicular Bsep density to 31% of controls (P<0.05); bile flow fell to 35%. Retrieval to pericanalicular zone (rose to 202%). Timescale: retrieval within 50 min
Track B,BSEP-loss,"TLCA + TUDCA (25 umol/l) coadmin, 50 min",0.83,Bsep canalicular density fold-increase (apical insertion/anticholeretic reversal),3.2,fold vs TLCA alone,NOT_REPORTED,NOT_REPORTED,5,rat,rat,isolated perfused rat liver,immunogold morphometry,16344857,10.1038/labinvest.3700371,Abstract/Table 1,"[Track B]; substrate_condition=TLCA10 + TUDCA25 umol/l min31-80; temperature=37C perfusate; direct_url=https://pubmed.ncbi.nlm.nih.gov/16344857/; usable_for_human_wholecell=rat proxy; TUDCA drove 3.2-fold increase of canalicular Bsep density (back to control), 3.8-fold increase of bile flow; effective apical insertion within 50 min"
