track,category,condition,time_h,endpoint,value,unit,mean_or_median,error,n,organism_bucket,organism,model,assay,substrate_condition,temperature,pmid,doi,url,figure_table,usable_for_human_wholecell,notes
GNG/Ketogenesis,Gluconeogenesis & ketogenesis absolute rates,"Cirrhosis, 16-h fast",16,GNG fractional contribution to glucose production,78,% of glucose production,mean,±7,6,human,human,whole-body in vivo (cirrhotic),2H2O ingestion + 2H NMR,"post-absorptive, 16-h fast; glucose 87±24 mg/dl",NOT_REPORTED,12633904,10.1016/s0925-4439(03)00018-8,https://pubmed.ncbi.nlm.nih.gov/12633904/,Results/Abstract,human (directly usable) — fractional; diseased liver,Glycogenolysis 22±7%; glycerol contribution higher (19±6% vs 7±6%).
GNG/Ketogenesis,Gluconeogenesis & ketogenesis absolute rates,"Overnight fast, healthy adults (bolus)",NOT_REPORTED,Total ketone body production rate,206,µmol·min^-1·(1.73 m^2)^-1,mean,±57 (SD),NOT_REPORTED,human,human,whole-body in vivo,"Simultaneous [1,2-13C2]AcAc + [13C4]R-BHB, compartmental",post-absorptive/fasting,NOT_REPORTED,2336923,10.1007/BF02624721,https://pubmed.ncbi.nlm.nih.gov/2336923/,Results/Abstract,human (directly usable),"Continuous-infusion noncompartmental turnover 294±41. AcAc clearance 1966±502, BHB 1443 ml·min^-1·1.73m^-2."
GNG/Ketogenesis,Gluconeogenesis & ketogenesis absolute rates,"Fasting ketosis, healthy (max disposal at 10-12 mM)",15 h to 23 d,Max ketone body metabolic disposal rate,2.3,mmol·min^-1·(1.73 m^2)^-1,mean,NOT_REPORTED,26 controls,human,human,whole-body in vivo,Primed constant infusion 14C-AcAc or 14C-BHB,"fasting, ketone range 1-12 mM",NOT_REPORTED,3918903,10.2337/diab.34.4.326,https://pubmed.ncbi.nlm.nih.gov/3918903/,Results/Abstract,human (directly usable),"Disposal, not production; hyperketonemia driven mainly by increased production. Same max in diabetic ketosis."
GNG/Ketogenesis,Gluconeogenesis & ketogenesis absolute rates,Diabetic ketosis (insulin-deprived T1D),NOT_REPORTED,Ketone body turnover / production,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,whole-body in vivo (insulin-deprived T1D),Primed constant infusion 14C-AcAc/14C-BHB,"diabetic ketosis, ketone 1-12 mM",NOT_REPORTED,3918903,10.2337/diab.34.4.326,https://pubmed.ncbi.nlm.nih.gov/3918903/,Results/Abstract,human (directly usable); per-value numbers NOT_REPORTED in abstract,Kinetics comparable to fasting controls in same concentration range; n=13.
GNG/Ketogenesis,Gluconeogenesis & ketogenesis absolute rates,"Normal, postabsorptive",NOT_REPORTED,Ketone body de novo synthesis (R30),282,µmol·min^-1·m^-2,mean,±93 (SD),5,human,human,whole-body in vivo (normal),"[3-14C]AcAc + [3-14C]BHB, compartmental",postabsorptive,NOT_REPORTED,3922234,10.1152/ajpregu.1985.248.5.R611,https://pubmed.ncbi.nlm.nih.gov/3922234/,Results/Abstract,human (directly usable),Obese 159±54; MKD 596±534; HKD 1278±445.
GNG/Ketogenesis,Gluconeogenesis & ketogenesis absolute rates,"Obese, postabsorptive",NOT_REPORTED,Ketone body de novo synthesis (R30),159,µmol·min^-1·m^-2,mean,±54 (SD),5,human,human,whole-body in vivo (obese),"[3-14C]AcAc + [3-14C]BHB, compartmental",postabsorptive,NOT_REPORTED,3922234,10.1152/ajpregu.1985.248.5.R611,https://pubmed.ncbi.nlm.nih.gov/3922234/,Results/Abstract,human (directly usable),Lower than normal (P<0.05).
GNG/Ketogenesis,Gluconeogenesis & ketogenesis absolute rates,"Insulin-withdrawn diabetic, highly ketotic (HKD)",NOT_REPORTED,Ketone body de novo synthesis (R30),1278,µmol·min^-1·m^-2,mean,±445 (SD),subset of 8 diabetic,human,human,whole-body in vivo (insulin-withdrawn diabetic),"[3-14C]AcAc + [3-14C]BHB, 5-compartment","insulin-withdrawn, highly ketotic",NOT_REPORTED,3922234,10.1152/ajpregu.1985.248.5.R611,https://pubmed.ncbi.nlm.nih.gov/3922234/,Results/Abstract,human (directly usable),MKD 596±534; BHB clearance markedly reduced in HKD.
GNG/Ketogenesis,Gluconeogenesis & ketogenesis absolute rates,"Fasting (13-22 h), children 3-5 yr",13-22,Ketone body turnover rate,30-50,µmol·kg^-1·min^-1,range,NOT_REPORTED,6,human,human,whole-body in vivo (children),"Combined [3-13C]AcAc + [2H3]BHB, GC-MS",fasting 20-22 h,NOT_REPORTED,3688221,10.1152/ajpendo.1987.253.5.E496,https://pubmed.ncbi.nlm.nih.gov/3688221/,Results/Abstract,human (pediatric — indirect proxy),Rate after 20-22 h fast in children equals adult multi-day fast.
GNG/Ketogenesis,Gluconeogenesis & ketogenesis absolute rates,"Neonates, fasted <8 h",<8,Ketone body inflow-outflow transport (flux),17.3,µmol·kg^-1·min^-1,mean,±1.4 (SEM),6 newborns,human,human,whole-body in vivo (neonate),Continuous infusion D-3-hydroxy[2H3]butyrate tracer,fasted <8 h,NOT_REPORTED,3944260,10.1172/JCI112299,https://pubmed.ncbi.nlm.nih.gov/3944260/,Results/Abstract,human (neonatal — indirect proxy),"Older infants 20.6±0.9; diabetic infant 32.2; hyperinsulinemic 5.0. Range newborn 12.8-21.9, older 17.9-26.0."
GNG/Ketogenesis,Gluconeogenesis & ketogenesis absolute rates,"T1D insulin-deprived, rest→exercise",NOT_REPORTED,Total ketone body production rate (Ra) response,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,whole-body in vivo (T1D),Constant infusion 14C-BHB,"insulin-deprived, 1-6 mM ketonemia, 2-h exercise",NOT_REPORTED,3111922,10.1007/BF00299021,https://pubmed.ncbi.nlm.nih.gov/3111922/,Results/Abstract,human (directly usable); absolute Ra NOT_REPORTED in abstract,Biphasic; low ketonemia exercise increases production; reversed >4 mM. n=7 vs 13 fasted normals.
GNG/Ketogenesis,Gluconeogenesis & ketogenesis absolute rates,"Fasted (16 h-5 d), rest→2-h exercise",16 h to 5 d,Ketone body turnover (Ra) response,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,whole-body in vivo (normal),Tracer KB turnover,basal 0.09-6.16 mM; 50% VO2max,NOT_REPORTED,3518484,10.1152/ajpendo.1986.250.5.E495,https://pubmed.ncbi.nlm.nih.gov/3518484/,Results/Abstract,human (directly usable); absolute Ra NOT_REPORTED in abstract,Below 0.6 mM exercise enhances Ra; MCR up 40-50%; suppressed >2.5 mM.
GNG/Ketogenesis,Gluconeogenesis & ketogenesis absolute rates,"T2D, chronic (4 wk) SGLT2i (empagliflozin)",NOT_REPORTED,Fasting β-hydroxybutyrate (surrogate of ketogenesis),561,"µmol/L (concentration, not flux)",mean,±596 (SD),66 T2D,human,human,whole-body in vivo (T2D),Double glucose tracer; ketogenesis from circulating BHB,"fasting, chronic SGLT2i",NOT_REPORTED,26861783,10.2337/db15-1356,https://pubmed.ncbi.nlm.nih.gov/26861783/,Results/Abstract,human (indirect — concentration surrogate),Baseline BHB 246±288 → 561±596 µmol/L (P<0.01). EGP raised. Absolute ketogenic flux NOT_REPORTED.
Fate thresholds,Damage/death/senescence time thresholds,APAP 10 mM,24-48,onset of necrosis (ALT release into medium),"significant necrosis first at 24 h, progressive to 48 h",qualitative time-to-event,mean,SE (n given),20 independent isolations,human,human,primary human hepatocytes (freshly isolated),ALT release + PI/DAPI staining,5/10 mM APAP,37C,24905542,10.1016/j.taap.2014.05.010,https://pubmed.ncbi.nlm.nih.gov/24905542/,"Fig 1A,C",human-direct,"Raw time-to-event; correlates with clinical onset of human APAP injury. Necrosis, no caspase-3 increase at 24h."
Fate thresholds,Damage/death/senescence time thresholds,APAP 10 mM,0-3,GSH depletion,>70,% depletion within 3 h,mean,SE,3-8 donors,human,human,primary human hepatocytes,modified Tietze GSH assay,10 mM APAP,37C,24905542,10.1016/j.taap.2014.05.010,https://pubmed.ncbi.nlm.nih.gov/24905542/,Fig 3A,human-direct,Rapid initiating event preceding commitment.
Fate thresholds,Damage/death/senescence time thresholds,APAP 10 mM,6-15,loss of mitochondrial membrane potential,significant loss between 6 and 15 h,time window,mean,SE,3-8 donors,human,human,primary human hepatocytes,JC-1 assay,10 mM APAP,37C,24905542,10.1016/j.taap.2014.05.010,https://pubmed.ncbi.nlm.nih.gov/24905542/,Fig 3B,human-direct,Mitochondrial dysfunction precedes necrosis onset (24h). Candidate commitment window.
Fate thresholds,Damage/death/senescence time thresholds,APAP 10 mM,6,cytosolic JNK activation onset,first detectable at 6 h,time-to-event,NOT_REPORTED,NOT_REPORTED,3-4 donors,human,human,primary human hepatocytes,Western blot P-JNK/JNK,10 mM APAP,37C,24905542,10.1016/j.taap.2014.05.010,https://pubmed.ncbi.nlm.nih.gov/24905542/,"Fig 4A,B",human-direct,Massive mito P-JNK translocation at 15h (Fig 4C).
Fate thresholds,Damage/death/senescence time thresholds,APAP 10 mM + delayed NAC rescue,6-24,rescue window / functional point-of-no-return,complete rescue if NAC <=6 h; partial at 15 h; rescue lost at 24 h,post-insult rescue window,mean,SE,3-7 donors,human,human,primary human hepatocytes,ALT + GDH release at 24/48h,10 mM APAP; 20 mM NAC delayed,37C,24905542,10.1016/j.taap.2014.05.010,https://pubmed.ncbi.nlm.nih.gov/24905542/,Fig 7A,human-direct,Best human point-of-no-return proxy: antidote rescue lost between 15 and 24 h. Threshold DEFINED as loss of NAC protection.
Fate thresholds,Damage/death/senescence time thresholds,APAP 10 mM,24 / 48,cell death fraction (ALT release),29 (24h); 68 (48h),% cell death,mean,SE,3-7 donors,human,human,primary human hepatocytes,ALT release,10 mM APAP,37C,24905542,10.1016/j.taap.2014.05.010,https://pubmed.ncbi.nlm.nih.gov/24905542/,Fig 7A (text),human-direct,Necrosis progression 24->48 h.
Fate thresholds,Damage/death/senescence time thresholds,GCDC serum-level (>20 uM),"3,6,24",cytotoxicity (LDH),no toxicity,LDH release,mean,SE,4 batches,human,human,primary human hepatocytes,LDH release,>20 uM GCDC (serum range),37C,25636263,10.1016/j.taap.2015.01.015,https://pubmed.ncbi.nlm.nih.gov/25636263/,Fig 2A,human-direct,Serum-relevant BA does NOT kill human hepatocytes even at 24h.
Fate thresholds,Damage/death/senescence time thresholds,GCDC >=1000 uM (biliary),"6,24",onset of necrosis (LDH),significant LDH release at 6 and 24 h,time-to-event,mean,SE,4 batches,human,human,primary human hepatocytes,LDH + PI/Hoechst,>=1 mM GCDC (biliary range),37C,25636263,10.1016/j.taap.2015.01.015,https://pubmed.ncbi.nlm.nih.gov/25636263/,"Fig 2A,C",human-direct,"Human death threshold ~1 mM GCDC. Mode = NECROSIS, no caspase-3."
Fate thresholds,Damage/death/senescence time thresholds,Biliary BA milieu,"6,24",cytotoxicity dose threshold,significant toxicity at 0.5x biliary conc,fold of measured biliary BA mix,mean,SE,3 batches,human,human,primary human hepatocytes,LDH release,reconstituted biliary BA milieu,37C,25636263,10.1016/j.taap.2015.01.015,https://pubmed.ncbi.nlm.nih.gov/25636263/,Fig 4B,human-direct,"Serum milieu: NO toxicity even at 3x, 24h (Fig 4A)."
Donor variability,Donor-specific gene expression,"inter-donor variability, fold-range(max/min)=7",NOT_REPORTED,OATP1B1 (SLCO1B1) protein abundance,2.0,fmol/µg membrane protein,mean,SD 0.9,64,human,human,liver tissue (frozen),LC-MS/MS targeted proteomics (signature peptides),total membrane protein,NOT_REPORTED,24122874,10.1124/dmd.113.053819,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3876790/,Abstract / Table (n=64 livers),yes,Fold-range(max/min)=7. Age/sex not associated; SLCO1B1 c.388A>G haplotype raised OATP1B1.
Donor variability,Donor-specific gene expression,"inter-donor variability, fold-range(max/min)=8",NOT_REPORTED,OATP1B3 (SLCO1B3) protein abundance,1.1,fmol/µg membrane protein,mean,SD 0.5,64,human,human,liver tissue (frozen),LC-MS/MS targeted proteomics (signature peptides),total membrane protein,NOT_REPORTED,24122874,10.1124/dmd.113.053819,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3876790/,Abstract / Table (n=64 livers),yes,Fold-range(max/min)=8. Age/sex not associated; SLCO1B1 c.388A>G haplotype raised OATP1B1.
Donor variability,Donor-specific gene expression,"inter-donor variability, fold-range(max/min)=5",NOT_REPORTED,OATP2B1 (SLCO2B1) protein abundance,1.7,fmol/µg membrane protein,mean,SD 0.6,64,human,human,liver tissue (frozen),LC-MS/MS targeted proteomics (signature peptides),total membrane protein,NOT_REPORTED,24122874,10.1124/dmd.113.053819,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3876790/,Abstract / Table (n=64 livers),yes,Fold-range(max/min)=5. Age/sex not associated; SLCO1B1 c.388A>G haplotype raised OATP1B1.
Donor variability,Donor-specific gene expression,"inter-donor variability, fold-range(max/min)=8",NOT_REPORTED,P-gp/ABCB1 (MDR1) protein abundance,0.4,fmol/µg membrane protein,mean,SD 0.2,64,human,human,liver tissue (frozen),LC-MS/MS targeted proteomics (signature peptides),total membrane protein,NOT_REPORTED,24122874,10.1124/dmd.113.053819,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3876790/,Abstract / Table (n=64 livers),yes,Fold-range(max/min)=8. Age/sex not associated; SLCO1B1 c.388A>G haplotype raised OATP1B1.
Donor variability,Donor-specific gene expression,inter-donor + inter-ethnic (Caucasian/Asian/African-American),NOT_REPORTED,OATP1B1 protein abundance,15.0,fmol/µg total membrane protein,mean,SD 6.0,141,human,human,liver tissue,"LC-MS/MS targeted proteomics (optimized, Na-deoxycholate)",total membrane protein,NOT_REPORTED,25926430,10.1124/dmd.115.063362,https://doi.org/10.1124/dmd.115.063362,Abstract (n=141),yes,CV≈SD/mean. OATP1B1/1B3 higher in Asians; OATP1B1 assoc c.388A>G (rs2306283). Scaling 3.5 mg membrane protein/100 mg wet liver.
Donor variability,Donor-specific gene expression,inter-donor + inter-ethnic (Caucasian/Asian/African-American),NOT_REPORTED,OATP1B3 protein abundance,16.1,fmol/µg total membrane protein,mean,SD 8.1,141,human,human,liver tissue,"LC-MS/MS targeted proteomics (optimized, Na-deoxycholate)",total membrane protein,NOT_REPORTED,25926430,10.1124/dmd.115.063362,https://doi.org/10.1124/dmd.115.063362,Abstract (n=141),yes,CV≈SD/mean. OATP1B1/1B3 higher in Asians; OATP1B1 assoc c.388A>G (rs2306283). Scaling 3.5 mg membrane protein/100 mg wet liver.
Donor variability,Donor-specific gene expression,inter-donor + inter-ethnic (Caucasian/Asian/African-American),NOT_REPORTED,OATP2B1 protein abundance,4.1,fmol/µg total membrane protein,mean,SD 1.3,141,human,human,liver tissue,"LC-MS/MS targeted proteomics (optimized, Na-deoxycholate)",total membrane protein,NOT_REPORTED,25926430,10.1124/dmd.115.063362,https://doi.org/10.1124/dmd.115.063362,Abstract (n=141),yes,CV≈SD/mean. OATP1B1/1B3 higher in Asians; OATP1B1 assoc c.388A>G (rs2306283). Scaling 3.5 mg membrane protein/100 mg wet liver.
Donor variability,Donor-specific gene expression,inter-donor + inter-ethnic (Caucasian/Asian/African-American),NOT_REPORTED,P-gp/ABCB1 protein abundance,0.6,fmol/µg total membrane protein,mean,SD 0.2,141,human,human,liver tissue,"LC-MS/MS targeted proteomics (optimized, Na-deoxycholate)",total membrane protein,NOT_REPORTED,25926430,10.1124/dmd.115.063362,https://doi.org/10.1124/dmd.115.063362,Abstract (n=141),yes,CV≈SD/mean. OATP1B1/1B3 higher in Asians; OATP1B1 assoc c.388A>G (rs2306283). Scaling 3.5 mg membrane protein/100 mg wet liver.
Donor variability,Donor-specific gene expression,inter-donor + inter-ethnic (Caucasian/Asian/African-American),NOT_REPORTED,PMCA4 (housekeeping) protein abundance,2.4,fmol/µg total membrane protein,mean,SD 1.0,141,human,human,liver tissue,"LC-MS/MS targeted proteomics (optimized, Na-deoxycholate)",total membrane protein,NOT_REPORTED,25926430,10.1124/dmd.115.063362,https://doi.org/10.1124/dmd.115.063362,Abstract (n=141),yes,CV≈SD/mean. OATP1B1/1B3 higher in Asians; OATP1B1 assoc c.388A>G (rs2306283). Scaling 3.5 mg membrane protein/100 mg wet liver.
Donor variability,Donor-specific gene expression,inter-individual variability among 10 livers,NOT_REPORTED,CYP1A2/2A6/2C19/3A4 inter-donor variability,>20,fold (max/min),NOT_REPORTED,NOT_REPORTED,10,human,human,liver microsomes (HLM),LC-MS/MS multiplexed-MRM absolute quantification,microsomal protein,NOT_REPORTED,21544820,10.1002/jps.22255,https://doi.org/10.1002/jps.22255,Abstract (n=10 individual HLM),yes,"Each of CYP1A2,2A6,2C19,3A4 >20-fold among individuals; CYP2C9 highest. Per-isoform values in paywalled tables."
Donor variability,Donor-specific gene expression,inter-individual variability across 2 HLM panels,NOT_REPORTED,CYP4F3B inter-donor variability,3.3,fold (max/min),NOT_REPORTED,NOT_REPORTED,31,human,human,liver microsomes (2 HLM panels),LC-MS/MS targeted quantitative proteomics,microsomal protein,NOT_REPORTED,24816681,10.1124/dmd.114.058040,https://doi.org/10.1124/dmd.114.058040,Abstract/text (n=31 HLM),yes,low inter-individual variability
Donor variability,Donor-specific gene expression,inter-individual variability across 2 HLM panels,NOT_REPORTED,CYP4F2 inter-donor variability,21,fold (max/min),NOT_REPORTED,NOT_REPORTED,31,human,human,liver microsomes (2 HLM panels),LC-MS/MS targeted quantitative proteomics,microsomal protein,NOT_REPORTED,24816681,10.1124/dmd.114.058040,https://doi.org/10.1124/dmd.114.058040,Abstract/text (n=31 HLM),yes,large; 3.4-fold if 2 lowest donors excluded
Donor variability,Donor-specific gene expression,inter-individual variability across 2 HLM panels,NOT_REPORTED,CYP3A inter-donor variability,29,fold (max/min),NOT_REPORTED,NOT_REPORTED,31,human,human,liver microsomes (2 HLM panels),LC-MS/MS targeted quantitative proteomics,microsomal protein,NOT_REPORTED,24816681,10.1124/dmd.114.058040,https://doi.org/10.1124/dmd.114.058040,Abstract/text (n=31 HLM),yes,same HLM panels; CYP4F ~15% of total hepatic CYP
Donor variability,Donor-specific gene expression,"inter-donor variability, fold-range=16",NOT_REPORTED,OAT2 (SLC22A7) protein abundance,1.52,fmol/µg membrane protein,mean,SD 0.57,52,human,human,liver tissue,LC-MS/MS surrogate-peptide quantification,membrane protein,NOT_REPORTED,29906129,10.1021/acs.molpharmaceut.8b00320,https://doi.org/10.1021/acs.molpharmaceut.8b00320,Abstract,yes,Fold-range 16 (liver tissue). Not assoc age/sex.
Donor variability,Donor-specific gene expression,"inter-donor variability, fold-range=4",NOT_REPORTED,OAT7 (SLC22A9) protein abundance,4.63,fmol/µg membrane protein,mean,SD 1.58,52,human,human,liver tissue,LC-MS/MS surrogate-peptide quantification,membrane protein,NOT_REPORTED,29906129,10.1021/acs.molpharmaceut.8b00320,https://doi.org/10.1021/acs.molpharmaceut.8b00320,Abstract,yes,Fold-range 4 (liver tissue). Not assoc age/sex.
Donor variability,Donor-specific gene expression,inter-lot variability,NOT_REPORTED,OAT2 (SLC22A7) inter-donor variability,23,fold (max/min),NOT_REPORTED,NOT_REPORTED,30,human,human,cryopreserved hepatocyte lots,LC-MS/MS surrogate-peptide quantification,membrane protein,NOT_REPORTED,29906129,10.1021/acs.molpharmaceut.8b00320,https://doi.org/10.1021/acs.molpharmaceut.8b00320,Abstract,yes,Hepatocyte lots; 16-fold in liver tissue.
Donor variability,Donor-specific gene expression,inter-lot variability,NOT_REPORTED,OAT7 (SLC22A9) inter-donor variability,27,fold (max/min),NOT_REPORTED,NOT_REPORTED,30,human,human,cryopreserved hepatocyte lots,LC-MS/MS surrogate-peptide quantification,membrane protein,NOT_REPORTED,29906129,10.1021/acs.molpharmaceut.8b00320,https://doi.org/10.1021/acs.molpharmaceut.8b00320,Abstract,yes,Hepatocyte lots; 4-fold in liver tissue.
Donor variability,Donor-specific gene expression,"inter-donor, 6 probe substrates",NOT_REPORTED,"Inter-donor CV intrinsic clearance (phenacetin, min)",24.1,% CV,NOT_REPORTED,NOT_REPORTED,5,human,human,"cryopreserved hepatocytes, 3D perfused liver MPS (5 donors)",metabolic depletion + mixed-effects; mRNA 90 genes,phenacetin,NOT_REPORTED,27760784,10.1124/jpet.116.237495,https://doi.org/10.1124/jpet.116.237495,Abstract,yes,Functional-clearance CV proxy for enzyme-expression variability.
Donor variability,Donor-specific gene expression,"inter-donor, 6 probe substrates",NOT_REPORTED,"Inter-donor CV intrinsic clearance (propranolol, max)",66.8,% CV,NOT_REPORTED,NOT_REPORTED,5,human,human,"cryopreserved hepatocytes, 3D perfused liver MPS (5 donors)",metabolic depletion + mixed-effects; mRNA 90 genes,propranolol,NOT_REPORTED,27760784,10.1124/jpet.116.237495,https://doi.org/10.1124/jpet.116.237495,Abstract,yes,Range across 6 compounds 24.1–66.8% CV.
Division probability,Human hepatocyte division probabilities,Normal human liver (archival),NOT_REPORTED,PCNA labeling index (hepatocyte),0.4,% nuclei,mean,NOT_REPORTED,8,human,human,liver tissue (archival paraffin),PCNA IHC (mAb 19F4),baseline normal liver,NOT_REPORTED,1372584,10.1002/hep.1840150426,https://pubmed.ncbi.nlm.nih.gov/1372584/,Abstract/Results,human-primary (baseline quiescent),Baseline quiescent adult human liver
Division probability,Human hepatocyte division probabilities,Acute non-fulminant hepatitis,NOT_REPORTED,PCNA labeling index (hepatocyte),43.0,% nuclei,mean,NOT_REPORTED,10,human,human,liver tissue (archival paraffin),PCNA IHC (mAb 19F4),acute hepatitis,NOT_REPORTED,1372584,10.1002/hep.1840150426,https://pubmed.ncbi.nlm.nih.gov/1372584/,Abstract/Results,human-primary (stimulated/injury),High turnover
